Name,Link,Type,Kitchen,Recipe,Ingredient_num,Portion_num,Time,Likes,Dislikes,Bookmarks
Чечевичное карри,/recepty/osnovnye-blyuda/chechevichnoe-karri-125708,Основные блюда,Авторская кухня,,19,8,1 час  40 минут,1,0,52
«Мимоза» с копченой рыбой,/recepty/salaty/mimoza-s-kopchenoy-ryboy-137639,Салаты,Советская кухня,,12,8,1 час,3,0,52
Пельмени с бараниной,/recepty/osnovnye-blyuda/pelmeni-s-baraninoy-114549,Основные блюда,Русская кухня,,18,6,2 часа,2,0,53
Спагетти с лисичками,/recepty/pasta-picca/spagetti-s-lisichkami-139729,Паста и пицца,Итальянская кухня,,11,2,15 минут,2,0,50
Каша с тыквой на молоке,/recepty/zavtraki/kasha-s-tykvoy-na-moloke-187910,Завтраки,Русская кухня,Пошаговые рецепты,8,4,1 час,1,1,1
Салат крабовый с кукурузой,/recepty/salaty/salat-krabovyy-s-kukuruzoy-187597,Салаты,Русская кухня,Пошаговые рецепты,11,8,1 час,2,0,1
Вареники с квашеной капустой на заварном тесте,/recepty/osnovnye-blyuda/vareniki-s-kvashenoy-kapustoy-na-zavarnom-teste-176087,Основные блюда,Русская кухня,Пошаговые рецепты,9,8,1 час  30 минут,1,0,1
Панна-котта с лавандой,/recepty/vypechka-deserty/panna-kotta-s-lavandoy-186653,Выпечка и десерты,Итальянская кухня,Пошаговые рецепты,7,3,20 минут,1,0,1
Шоколадный крем сувид с меренгой,/recepty/vypechka-deserty/shokoladnyy-krem-v-suvide-s-merengoy-187090,Выпечка и десерты,Французская кухня,Пошаговые рецепты,10,4,1 час  30 минут,2,0,1
Заготовка для рассольника,/recepty/zagotovki/zagotovka-dlya-rassolnika-187077,Заготовки,Русская кухня,Пошаговые рецепты,10,18,1 час  30 минут,2,0,1
Кисель из клюквы с обжаренным инжиром,/recepty/vypechka-deserty/kisel-iz-kljukvi-s-obzharennim-inzhirom-33445,Выпечка и десерты,Русская кухня,,7,6,20 минут,2,0,59
Классический оливье с мясом,/recepty/salaty/klassicheskiy-olive-s-myasom-175172,Салаты,Русская кухня,Пошаговые рецепты,11,8,30 минут,1,0,1
Классический оливье с языком,/recepty/salaty/klassicheskiy-olive-s-yazykom-175171,Салаты,Русская кухня,Пошаговые рецепты,13,8,30 минут,1,0,1
Желе из помидоров с ягодами и розовым вином,/recepty/vypechka-deserty/zhele-iz-pomidorov-s-yagodami-i-rozovym-vinom-186876,Выпечка и десерты,Авторская кухня,Пошаговые рецепты,6,4,45 минут,1,0,1
Салат с брокколи и виноградом,/recepty/salaty/salat-s-brokkoli-i-vinogradom-187211,Салаты,Американская кухня,Вегетарианская еда,10,2,20 минут,1,0,1
Харира – традиционный марокканский суп с чечевицей и нутом,/recepty/supy/harira-tradicionnyy-marokkanskiy-sup-s-chechevicey-i-nutom-152049,Супы,Марокканская кухня,,21,12,2 часа,3,0,47
Холодная телятина тоннато,/recepty/zakuski/holodnaya-telyatina-tonnato-93164,Закуски,Европейская кухня,,10,3,20 минут,1,0,57
Домашние рыбные палочки,/recepty/osnovnye-blyuda/domashnie-rybnye-palochki-137291,Основные блюда,Американская кухня,,8,4,1 час,2,0,48
Яичные спагетти с чесночным кремом,/recepty/pasta-picca/jaichnie-spagetti-s-chesnochnim-kremom-31207,Паста и пицца,,,9,3,40 минут,1,1,56
Жареные утиные грудки с можжевельником,/recepty/osnovnye-blyuda/zharenie-utinie-grudki-s-mozhzhevelnikom-55707,Основные блюда,Европейская кухня,,12,6,20 минут,1,1,43
Борщ украинский с пампушками,/recepty/supy/borsch-ukrainskiy-s-pampushkami-137695,Супы,Украинская кухня,,12,8,4 часа,2,1,44
Феттучини с лисичками,/recepty/osnovnye-blyuda/fettuchini-s-lisichkami-151294,Основные блюда,Европейская кухня,,12,4,25 минут,5,1,43
Заготовка борща с кислыми яблоками на зиму,/recepty/zagotovki/zagotovka-borscha-s-kislymi-yablokami-na-zimu-187079,Заготовки,Русская кухня,Пошаговые рецепты,16,24,1 час,1,0,1
Моченая брусника,/recepty/zagotovki/mochenaya-brusnika-187441,Заготовки,Русская кухня,Пошаговые рецепты,3,10,40 минут,1,0,1
Холодец без желатина,/recepty/zakuski/holodec-bez-zhelatina-187914,Закуски,Русская кухня,Пошаговые рецепты,11,10,8 часов,3,0,1
Селедка под шубой с яйцом,/recepty/salaty/seledka-pod-shuboy-s-yaycom-187800,Салаты,Русская кухня,Пошаговые рецепты,8,8,1 час,1,0,1
Сборная мясная солянка,/recepty/supy/sbornaya-myasnaya-solyanka-188075,Супы,Русская кухня,Пошаговые рецепты,20,12,3 часа  30 минут,1,0,1
Классический оливье с колбасой,/recepty/salaty/klassicheskiy-olive-s-kolbasoy-175168,Салаты,Русская кухня,Пошаговые рецепты,11,8,30 минут,1,0,1
Салат из осьминогов в соусе винегрет из цитрусовых и устриц,/recepty/salaty/salat-iz-osminogov-v-souse-vinegret-iz-citrusovih-ustric-19318,Салаты,Японская кухня,Низкокалорийная еда,20,8,4 часа,2,0,41
Феттучини с белыми грибами и пармезаном,/recepty/pasta-picca/fettuchini-s-belymi-gribami-i-parmezanom-151298,Паста и пицца,Европейская кухня,,10,6,30 минут,3,0,39
Спагетти с боттаргой и сливочным соусом,/recepty/pasta-picca/spagetti-s-bottargoy-i-slivochnym-sousom-34914,Паста и пицца,Итальянская кухня,,8,5,15 минут,4,0,47
Ризотто с тыквой с пармезаном,/recepty/rizotto/rizotto-s-tykvoy-s-parmezanom-140052,Ризотто,Авторская кухня,Вегетарианская еда,15,6,50 минут,4,0,39
Щи баварские,/recepty/supy/schi-bavarskie-140836,Супы,Европейская кухня,,13,4,4 часа,2,0,38
Панна-котта с манго,/recepty/vypechka-deserty/panna-kotta-s-mango-138445,Выпечка и десерты,Авторская кухня,,8,3,30 минут,1,0,44
Ньокки с бараньей голенью,/recepty/osnovnye-blyuda/nokki-s-baraney-golenyu-93154,Основные блюда,Европейская кухня,,19,6,40 минут,1,0,37
Яйцо под майонезом,/recepty/zakuski/jajco-pod-majonezom-33383,Закуски,,,13,6,20 минут,2,0,43
Греческие макароны с гребешками в сливочном соусе,/recepty/pasta-picca/grecheskie-makarony-s-grebeshkami-v-slivochnom-souse-93843,Паста и пицца,Греческая кухня,,11,4,1 час,2,0,35
"Вареники с творогом, ягодным соусом и сметаной",/recepty/zavtraki/vareniki-s-tvorogom-yagodnym-sousom-i-smetanoy-137360,Завтраки,Русская кухня,Вегетарианская еда,17,7,1 час,1,0,33
Рыба acqua pazza,/recepty/osnovnye-blyuda/ryba-acqua-pazza-125827,Основные блюда,Итальянская кухня,,13,2,30 минут,1,0,40
Лепешка с зеленым луком и карри в японском стиле,/recepty/zakuski/lepeshka-s-zelenym-lukom-i-karri-v-yaponskom-stile-126307,Закуски,,,17,5,1 час  10 минут,1,0,33
Суп фо-бо,/recepty/supy/sup-fo-bo-140504,Супы,Вьетнамская кухня,,24,8,1 час,4,1,38
Чечевичная каша с паровыми овощами,/recepty/zavtraki/chechevichnaya-kasha-s-parovymi-ovoschami-138429,Завтраки,Русская кухня,,14,1,3 часа,2,0,38
Плов трюфельный,/recepty/osnovnye-blyuda/plov-tryufelnyy-93156,Основные блюда,Европейская кухня,,15,4,50 минут,2,0,36
Курица с ежевикой,/recepty/osnovnye-blyuda/kurica-s-ezhevikoj-31565,Основные блюда,Грузинская кухня,Пошаговые рецепты,7,6,1 час,15,2,516
Аранчини с тремя сырами и зеленым горошком,/recepty/zakuski/aranchini-s-tremya-syrami-i-zelenym-goroshkom-125569,Закуски,Итальянская кухня,,18,7,1 час,1,0,28
Картофельные крокеты с сыром моцарелла и сыровяленой острой колбасой,/recepty/zakuski/kartofelnye-krokety-s-syrom-mocarella-i-syrovyalenoy-ostroy-kolbasoy-126274,Закуски,Итальянская кухня,,11,6,1 час,1,0,28
Шоколадный ганаш,/recepty/vypechka-deserty/shokoladnyy-ganash-140398,Выпечка и десерты,Французская кухня,,3,8,2 часа,3,0,34
Спагетти алла четарезе,/recepty/pasta-picca/spagetti-alla-chetareze-137189,Паста и пицца,Итальянская кухня,,9,4,45 минут,1,0,28
Домашняя паста чикателли с крабом и томатно-сливочным соусом,/recepty/pasta-picca/domashnyaya-pasta-chikatelli-s-krabom-i-tomatno-slivochnym-sousom-137369,Паста и пицца,Итальянская кухня,,11,5,1 час,0,1,28
Лисички в сметанно-луковом соусе,/recepty/zakuski/lisichki-v-smetanno-lukovom-souse-137217,Закуски,Русская кухня,,14,4,30 минут,2,0,32
Пряный суп с тамариндом,/recepty/supy/prjanij-sup-s-tamarindom-46491,Супы,Вьетнамская кухня,,10,4,20 минут,1,0,30
Грибной суп с гречкой,/recepty/supy/gribnoy-sup-s-grechkoy-152710,Супы,Европейская кухня,,10,4,45 минут,1,0,25
Варенье из кизила,/recepty/zagotovki/varene-iz-kizila-187442,Заготовки,Русская кухня,Пошаговые рецепты,3,10,2 часа,2,0,0
Классическая «‎Мимоза» с рыбными консервами,/recepty/salaty/klassicheskaya-mimoza-s-rybnymi-konservami-187832,Салаты,Русская кухня,Пошаговые рецепты,7,8,1 час  30 минут,1,0,0
